Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,1,Married,15346,6,Yes,3,3,3
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,,1,Married,18410,1,Yes,3,3,1
28,No,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,1,Married,23384,1,No,4,3,1
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,1,Married,2997,3,No,3,3,2
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,5,Married,12853,2,Yes,3,2,8
37,No,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,2,Single,13848,3,No,3,2,4
40,No,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,2,Married,22217,1,No,3,2,7
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,1,Divorced,25265,1,No,3,3,5
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,5,Divorced,21445,9,No,3,3,2
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,3,Married,8392,6,No,3,3,9
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,1,Married,12154,2,No,3,3,5
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,3,Single,15669,0,No,3,2,14
55,No,Non-Travel,444,Research & Development,2,1,Medical,3,Male,4,Single,17323,7,No,3,4,9
43,No,Travel_Rarely,415,Sales,25,3,Medical,3,Male,3,Divorced,5268,5,No,3,3,1
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,1,Single,17205,1,Yes,3,3,2
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,1,Single,17258,1,No,3,2,1
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,2,Divorced,21029,8,Yes,4,3,16
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,1,Married,10332,9,Yes,3,4,10
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,3,Single,12355,1,No,3,2,10
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,1,Married,11141,1,No,3,3,5
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,2,Married,9096,0,No,3,2,6
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,1,Married,18863,1,No,3,3,10
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,3,Married,24608,0,No,3,2,19
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,3,Married,26542,4,No,4,3,11
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,1,Married,5869,1,No,3,3,3
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,3,Married,15813,3,No,3,3,3
28,No,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,2,Single,7909,3,No,3,4,8
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,3,Married,2326,9,No,3,3,20
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,3,Divorced,21214,4,No,3,3,3
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,3,Single,10333,0,Yes,4,3,8
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,2,Single,3129,1,No,4,3,13
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,1,Divorced,22482,1,No,3,2,4
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,2,Single,22266,0,No,3,2,6
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,2,Divorced,24223,2,Yes,3,3,1
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,1,Married,4605,1,Yes,3,4,7
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,1,Divorced,19373,1,No,4,2,1
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,1,Single,2993,4,Yes,4,3,2
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,4,Married,14399,0,No,3,3,22
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,1,Divorced,7160,1,No,3,3,1
50,Yes,Travel_Frequently,959,Sales,1,4,Other,4,Male,2,Single,17251,3,Yes,3,3,0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,2,Married,13401,0,No,3,3,3
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,3,,1,Married,22478,3,No,3,3,0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,4,Single,16154,2,No,4,2,5
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,2,Married,17970,1,No,3,3,15
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,3,Single,15322,7,No,3,3,8
38,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,3,Divorced,5569,0,Yes,3,3,8
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,1,Divorced,26968,4,No,4,3,7
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,3,Divorced,8039,0,No,3,2,9
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,4,Married,15596,3,No,3,3,12
38,No,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,3,Single,20619,7,No,3,3,1
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,3,Married,11535,8,No,3,3,8
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,4,Divorced,13547,7,No,3,3,18
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,5,Single,17544,1,No,3,4,20
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,1,Single,25326,1,Yes,3,4,2
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,2,Single,8770,9,No,3,2,5
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,2,Single,23238,2,No,4,3,11
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,1,Married,,0,No,3,3,2
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,1,Married,19911,0,No,3,1,5
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,2,Divorced,18500,1,No,3,3,5
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,4,Married,11879,6,No,3,3,9
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,2,Single,15834,2,No,3,2,3
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,1,Divorced,17940,0,No,3,2,7
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,2,Single,9558,4,No,3,3,1
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,,2,Married,17689,1,Yes,3,2,10
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,1,Married,6004,1,No,3,4,7
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,1,Divorced,22088,1,Yes,3,3,3
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,3,Male,1,Single,13556,1,No,3,3,0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,2,Single,18385,0,Yes,3,3,5
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,1,Married,9051,3,Yes,3,3,1
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,1,Married,6233,1,No,3,2,2
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,2,Divorced,17171,7,No,3,3,6
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,1,Married,7950,1,No,3,3,4
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,2,Married,5829,1,No,4,2,6
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,1,Single,7108,1,No,3,1,5
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,3,Married,11162,1,No,3,1,11
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,3,Single,13782,9,No,3,2,18
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,4,Single,2447,0,Yes,3,2,21
42,No,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,2,Single,2253,7,No,3,4,6
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,1,Married,16340,6,No,3,3,8
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,1,Single,6409,8,No,4,3,4
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,1,Married,22955,1,Yes,3,2,1
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,1,Married,13421,1,No,4,3,8
30,No,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,2,Married,2706,1,No,3,3,10
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,2,Married,21203,3,Yes,3,1,1
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,3,Divorced,19588,2,No,3,4,7
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,2,Single,25755,0,No,4,3,13
35,No,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,1,Married,26537,1,No,3,4,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,2,Single,9489,8,No,3,2,4
32,No,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,1,Divorced,14947,1,No,3,3,1
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,5,Divorced,18575,4,No,3,3,5
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,1,Married,,1,No,3,3,10
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,1,Single,7172,1,No,4,3,1
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,1,Married,20100,4,Yes,3,2,3
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,2,Married,9961,1,No,3,2,14
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,1,Single,12828,1,No,3,2,2
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,1,Single,10826,1,Yes,3,3,6
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,5,Divorced,18640,3,No,3,3,7
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,1,Married,26933,0,Yes,3,2,5
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,1,Married,4223,0,Yes,3,3,0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,4,Married,24097,8,No,4,3,26
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,1,Single,4279,2,No,3,3,0
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,1,Married,8429,1,No,3,3,5
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,1,Divorced,20293,6,No,3,1,1
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,2,Divorced,13192,8,No,3,3,4
40,No,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,2,Married,25440,5,No,3,3,0
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,4,Married,9490,2,No,4,3,2
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,1,Married,12449,1,No,3,3,6
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,5,Married,10849,5,No,3,3,4
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,2,Married,21026,3,Yes,3,3,7
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,1,Married,3372,1,No,3,1,1
33,No,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,2,Married,4905,1,No,3,2,10
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,1,Divorced,6865,1,No,3,3,7
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,2,Divorced,11309,1,No,3,2,10
44,No,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,2,Single,7744,1,No,4,3,20
20,No,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,1,Single,5050,1,No,3,3,2
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,2,Divorced,17433,2,No,3,2,6
42,No,Non-Travel,179,Human Resources,2,5,Medical,4,Male,2,Married,12858,7,No,3,4,4
60,No,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,2,Divorced,10893,0,Yes,3,3,11
32,No,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,1,Married,7331,1,No,4,3,2
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,2,Single,2338,4,Yes,3,3,8
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,3,Divorced,4235,2,Yes,4,3,7
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,1,Married,6311,0,No,3,3,14
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,2,Divorced,11591,7,No,3,4,5
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,2,Single,20623,0,No,3,3,4
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,1,Married,9369,0,Yes,4,3,11
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,3,Married,23281,3,Yes,3,3,1
35,No,Non-Travel,1212,Sales,8,2,Marketing,3,Female,3,Married,13755,4,Yes,3,2,13
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,1,Married,,1,Yes,3,2,9
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,3,Divorced,9659,7,No,3,1,5
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,1,Married,19982,1,No,3,3,10
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,Female,1,Single,6148,1,Yes,4,4,1
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,1,Divorced,5598,1,No,3,3,3
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,4,Married,23474,3,No,3,3,10
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,2,Married,17089,1,Yes,3,2,6
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,2,Single,17198,1,No,3,3,10
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,2,Single,16490,5,No,3,3,6
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,5,Married,18625,3,No,3,3,8
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,5,Married,12124,2,No,3,4,1
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,1,Married,9256,1,No,3,2,11
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,1,Single,16620,5,No,3,2,1
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,1,Divorced,3208,1,No,3,3,5
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,2,Divorced,4204,1,Yes,3,3,6
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,,5,Single,8733,6,No,3,4,1
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,4,Divorced,3423,3,No,3,2,7
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,3,Female,1,Married,21643,0,No,3,2,1
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,5,Married,8751,7,No,3,3,22
33,No,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,3,Divorced,21708,0,Yes,3,3,9
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,2,Female,1,Single,21221,1,Yes,3,3,1
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,1,Married,16901,1,No,4,3,1
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,3,Male,1,Single,8040,1,Yes,3,3,1
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,3,Male,1,Single,9973,1,Yes,4,2,8
45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,Female,5,Single,2493,2,Yes,3,3,24
55,No,Non-Travel,177,Research & Development,8,1,Medical,4,Male,4,Divorced,25592,1,Yes,3,3,33
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,Female,1,Single,25308,1,No,4,1,2
46,No,Travel_Rarely,168,Sales,4,2,Marketing,4,Female,5,Married,9946,2,No,3,3,11
34,No,Travel_Rarely,131,Sales,2,3,Marketing,3,Female,2,Single,6039,0,Yes,3,3,3
51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,4,Male,5,Divorced,19196,4,Yes,4,2,29
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,4,Male,3,Single,20002,6,No,3,2,9
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,3,Female,2,Divorced,22534,4,No,3,4,11
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,4,Male,1,Single,6842,0,Yes,3,2,4
44,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,3,Male,5,Divorced,17477,1,No,3,2,25
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,3,Male,2,Married,21833,4,No,3,4,10
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,1,Married,6020,0,Yes,3,3,3
42,No,Travel_Rarely,603,Research & Development,7,4,Medical,2,Female,2,Married,5628,6,Yes,3,3,1
43,No,Travel_Rarely,531,Sales,4,4,Marketing,4,Female,3,Single,20364,3,No,3,4,21
36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,3,Female,2,Single,2323,9,Yes,3,3,16
44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,Female,3,Married,14075,1,No,3,3,10
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,4,Male,1,Married,14222,1,Yes,3,3,2
51,No,Travel_Frequently,968,Research & Development,6,2,Medical,2,Female,1,Single,4257,0,No,3,2,7
30,No,Non-Travel,879,Research & Development,9,2,Medical,3,Female,2,Single,12858,7,Yes,3,3,8
29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,2,Female,1,Divorced,17285,3,Yes,3,3,7
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,4,Male,1,Single,4732,2,No,3,2,3
25,No,Travel_Rarely,266,Research & Development,1,3,Medical,4,Female,1,Single,18830,1,No,3,2,2
32,No,Travel_Rarely,604,Sales,8,3,Medical,3,Male,2,Married,11693,1,No,3,4,10
45,No,Travel_Frequently,364,Research & Development,25,3,Medical,2,Female,5,Single,13035,3,No,4,3,0
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,3,Female,4,Divorced,17334,6,Yes,3,3,19
58,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,Male,1,Divorced,26076,1,No,3,3,2
32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,4,Male,2,Married,22845,1,No,3,3,10
39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,3,Male,1,Single,22154,0,No,3,3,5
30,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,2,Married,23631,0,No,3,3,9
36,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,3,Married,5747,3,No,3,3,7
46,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,1,Single,22957,6,No,3,4,7
28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,2,Married,16392,0,No,3,3,9
50,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,4,Married,22422,4,Yes,3,3,3
40,Yes,Travel_Rarely,299,Sales,25,4,Marketing,4,Male,3,Single,17235,2,Yes,3,3,5
52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,2,Male,3,Single,21534,9,Yes,3,2,8
30,No,Travel_Rarely,634,Research & Development,17,4,Medical,2,Female,3,Married,25927,1,Yes,4,3,9
39,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,Male,2,Single,13352,0,No,3,3,8
31,No,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,3,Divorced,8935,1,Yes,3,2,10
41,No,Non-Travel,256,Sales,10,2,Medical,3,Male,2,Single,22074,1,No,3,3,19
31,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,4,Female,1,Single,8319,1,Yes,3,4,3
44,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,Male,1,Married,14669,4,No,3,4,3
42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,3,Male,4,Married,26582,0,Yes,3,2,20
55,No,Travel_Rarely,282,Research & Development,2,2,Medical,4,Female,5,Married,6992,4,No,3,3,19
56,No,Travel_Rarely,206,Human Resources,8,4,Life Sciences,4,Male,5,Single,4022,6,No,3,3,7
40,No,Non-Travel,458,Research & Development,16,2,Life Sciences,3,Male,1,Divorced,8532,9,No,3,3,4
34,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,4,Male,3,Divorced,5494,0,No,3,2,9
40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,3,Male,2,Single,22455,1,No,3,3,9
41,No,Travel_Frequently,1018,Sales,1,3,Marketing,3,Female,2,Divorced,4297,0,No,3,3,9
35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,,2,Single,2690,1,Yes,3,3,9
51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Male,4,Divorced,17588,1,Yes,3,3,33
38,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,2,Female,2,Divorced,19461,3,No,3,3,7
34,No,Travel_Rarely,507,Sales,15,2,Medical,3,Female,2,Single,23553,1,No,3,4,10
25,No,Travel_Rarely,882,Research & Development,19,1,Medical,4,Male,1,Married,9075,3,No,3,2,3
58,Yes,Travel_Rarely,601,Research & Development,7,4,Medical,3,Female,3,Married,12023,7,Yes,3,2,10
40,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,2,Male,1,Married,6762,3,No,4,3,4
36,No,Travel_Frequently,607,Sales,7,3,Marketing,1,Female,2,Married,2261,2,No,3,2,15
48,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,4,Male,3,Single,18706,1,No,3,3,10
27,No,Travel_Rarely,1291,Sales,11,3,Medical,3,Female,1,Married,6527,8,No,3,3,1
51,No,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,4,Female,4,Single,24439,3,No,3,2,5
18,No,Non-Travel,1124,Research & Development,1,3,Life Sciences,4,Female,1,Single,,1,No,3,4,0
35,No,Travel_Rarely,817,Research & Development,1,3,Medical,4,Female,2,Married,10846,0,No,3,3,9
27,No,Travel_Frequently,793,Sales,2,1,Life Sciences,4,Male,2,Single,20392,3,No,4,3,6
55,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1,Male,4,Single,9277,6,Yes,3,2,19
56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,4,Male,4,Married,18235,4,Yes,3,3,19
34,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1,Female,1,Divorced,15891,1,No,4,3,5
40,No,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,2,Divorced,13888,5,No,4,3,12
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,2,Male,2,Married,17491,4,No,3,3,8
31,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,3,Female,1,Single,11882,7,No,3,4,1
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,4,Female,2,Married,23288,0,Yes,3,2,4
38,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,4,Male,1,Divorced,15748,1,No,3,3,4
34,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,3,Female,2,Single,6163,1,No,3,4,14
28,No,Travel_Rarely,736,Sales,26,3,Life Sciences,3,Male,2,Married,24232,1,No,3,3,5
31,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,4,Male,2,Married,21057,1,Yes,3,2,10
39,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,Male,2,Married,3567,3,Yes,3,4,5
51,No,Travel_Frequently,541,Sales,2,3,Marketing,2,Male,3,Married,15395,2,No,3,3,4
41,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,4,Female,2,Divorced,13953,3,Yes,3,2,6
37,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,3,Male,1,Married,5182,7,Yes,3,3,6
33,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,2,Male,2,Married,19293,6,No,3,4,5
32,No,Travel_Rarely,499,Sales,2,1,Marketing,3,Male,2,Married,20497,0,Yes,3,2,3
39,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,3,Male,3,Married,3449,3,No,4,3,6
25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,Male,2,Married,12477,2,No,3,2,3
52,No,Travel_Frequently,322,Research & Development,28,2,Medical,4,Female,4,Married,9731,2,Yes,3,2,5
43,No,Travel_Rarely,930,Research & Development,6,3,Medical,1,Female,2,Single,20003,1,Yes,3,1,20
27,No,Travel_Rarely,205,Sales,10,3,Marketing,4,Female,2,Married,7100,1,Yes,3,3,6
27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,4,Female,1,Single,25681,1,Yes,3,3,8
26,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,Male,1,Single,4050,0,No,3,3,4
42,No,Travel_Rarely,1147,Human Resources,10,3,Human Resources,3,Female,4,Married,16616,0,No,3,3,20
52,No,Travel_Rarely,258,Research & Development,8,4,Other,3,Female,1,Married,17363,9,No,3,1,5
37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,Female,1,Single,19106,4,No,3,3,3
35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,3,Single,19944,2,No,3,3,2
25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,Male,1,Married,4910,4,No,3,2,3
26,No,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,1,Single,23577,0,No,3,3,7
29,No,Travel_Rarely,332,Human Resources,17,3,Other,2,Male,3,Single,9769,1,No,3,2,10
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,Male,2,Single,22710,3,No,4,3,4
29,Yes,Travel_Frequently,337,Research & Development,14,1,Other,3,Female,3,Single,22930,0,Yes,3,3,8
54,No,Travel_Rarely,971,Research & Development,1,3,Medical,4,Female,4,Single,,6,No,3,2,20
58,No,Travel_Rarely,1055,Research & Development,1,3,Medical,4,Female,5,Married,22456,3,Yes,4,3,9
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,2,,4,Divorced,12414,2,No,3,4,7
36,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,Female,2,Single,20763,3,Yes,3,3,5
31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,2,Female,1,Single,16154,1,No,3,3,1
30,No,Travel_Rarely,855,Sales,7,4,Marketing,4,Female,2,Divorced,12761,7,No,3,3,3
31,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,Female,4,Single,8847,3,No,3,4,3
34,No,Travel_Frequently,560,Research & Development,1,4,Other,4,Male,1,Divorced,20284,5,No,3,3,4
